Place,Distance,Type,Median earnings,Median household income,Avg Hours Worked,In labor force,Civilian labor force,Employed,Unemployed,Armed Forces,Not in labor force,Avg Hrly Earnings,Wages,Self Employment,Investments and Retirement,Social Security,Public Assistance and SSI,Self Employed,Total Working Age,Unemployment Rate,Labor Force Participation,Total Employed,Total Unemployed,Total Not in Labor Force,With Retirement Income,Total In Poverty,Percent of Population In Poverty,In Poverty-Employed,In Poverty-Unemployed,In Poverty-Not in Labor Force,Public Assistance Percent,Gini Index,Full Time Employment,Part Time Employment,Men Working Part Time,Women Working Part Time,Single Earner Families,Families with No One Working,"Car, truck or van",Drove alone,Carpooled,In 2-person carpool,In 3-person carpool,In 4-or-more-person carpool,Public transportation,Bus,Streetcar or trolley,Subway or elevated,Railroad,Ferryboat,Bicycle,Walked,"Taxicab, motorcycle or other",Worked at home,Bicycle or walk,Drive,Avg Commute Time,Work in city or place where live,Self Employment Income,Total Self-employed Men,Total Self-employed Women,Zip Code
2445,0.0,Zipcode,74877.0,102539.0,40.3,11940.0,11914.0,11140.0,774.0,26.0,5009.0,35.731,0.745,0.094,0.131,0.027,0.003,0.187,16949.0,0.046,0.704,0.657,0.046,0.296,0.115,2388.0,0.115,0.165,0.147,0.374,0.069,0.526,0.785,0.215,0.164,0.263,0.271,0.09,0.397,0.349,0.048,0.047,0.001,0.0,0.342,0.069,0.076,0.194,0.003,0.0,0.052,0.126,0.008,0.076,0.177,0.405,29.877,0.159,75811.865,674.0,733.0,"<a href=""2445-Zipcode-MA-Economy-data.html"">2445</a>"
2446,0.0,Zipcode,70742.0,93750.0,41.2,17916.0,17907.0,17244.0,663.0,9.0,7865.0,33.02,0.8,0.047,0.119,0.032,0.001,0.155,25781.0,0.026,0.695,0.669,0.026,0.305,0.107,4316.0,0.149,0.199,0.056,0.462,0.051,0.514,0.802,0.198,0.154,0.236,0.238,0.057,0.334,0.296,0.038,0.027,0.006,0.005,0.324,0.041,0.054,0.226,0.004,0.0,0.061,0.217,0.013,0.051,0.278,0.347,28.421,0.142,39246.738,855.0,792.0,"<a href=""2446-Zipcode-MA-Economy-data.html"">2446</a>"
2451,0.0,Zipcode,61091.0,91359.0,39.6,11431.0,11431.0,10803.0,628.0,0.0,4138.0,29.667,0.778,0.048,0.123,0.049,0.003,0.143,15569.0,0.04,0.734,0.694,0.04,0.266,0.137,1382.0,0.076,0.222,0.182,0.225,0.075,0.415,0.838,0.162,0.101,0.231,0.268,0.104,0.852,0.781,0.071,0.054,0.004,0.014,0.071,0.033,0.0,0.023,0.015,0.0,0.006,0.021,0.005,0.044,0.027,0.857,27.144,0.311,36583.714,645.0,388.0,"<a href=""2451-Zipcode-MA-Economy-data.html"">2451</a>"
2452,0.0,Zipcode,57474.0,83283.0,35.0,8543.0,8534.0,8130.0,404.0,9.0,5181.0,31.579,0.769,0.041,0.129,0.056,0.006,0.121,13724.0,0.029,0.622,0.592,0.029,0.378,0.188,886.0,0.077,0.094,0.055,0.419,0.078,0.409,0.652,0.348,0.268,0.434,0.191,0.129,0.775,0.719,0.056,0.046,0.001,0.009,0.053,0.029,0.001,0.015,0.009,0.0,0.004,0.11,0.006,0.053,0.114,0.781,24.676,0.323,33637.767,358.0,274.0,"<a href=""2452-Zipcode-MA-Economy-data.html"">2452</a>"
2453,0.0,Zipcode,54858.0,75550.0,37.3,18009.0,18009.0,17044.0,965.0,0.0,7447.0,28.283,0.843,0.047,0.066,0.04,0.005,0.121,25456.0,0.038,0.707,0.67,0.038,0.293,0.11,3261.0,0.125,0.167,0.043,0.364,0.08,0.426,0.744,0.256,0.184,0.332,0.204,0.078,0.739,0.646,0.092,0.069,0.017,0.006,0.083,0.053,0.006,0.01,0.013,0.0,0.01,0.116,0.005,0.048,0.126,0.744,24.579,0.31,34543.791,856.0,447.0,"<a href=""2453-Zipcode-MA-Economy-data.html"">2453</a>"
2457,0.0,Zipcode,6667.0,0.0,22.3,755.0,755.0,735.0,20.0,0.0,867.0,5.749,0.0,0.0,0.0,0.0,0.0,0.0,1622.0,0.012,0.465,0.453,0.012,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277,0.723,0.601,0.834,0.0,0.0,0.296,0.212,0.084,0.029,0.015,0.041,0.06,0.035,0.0,0.026,0.0,0.0,0.0,0.511,0.008,0.126,0.511,0.303,12.423,0.649,0.0,0.0,0.0,"<a href=""2457-Zipcode-MA-Economy-data.html"">2457</a>"
2458,0.0,Zipcode,71426.0,100768.0,40.9,7177.0,7177.0,6810.0,367.0,0.0,3020.0,33.584,0.776,0.052,0.136,0.032,0.003,0.166,10197.0,0.036,0.704,0.668,0.036,0.296,0.14,569.0,0.044,0.128,0.028,0.264,0.05,0.527,0.819,0.181,0.113,0.245,0.269,0.09,0.792,0.711,0.08,0.065,0.015,0.0,0.104,0.094,0.001,0.005,0.004,0.0,0.016,0.019,0.005,0.064,0.035,0.796,26.18,0.25,51783.902,589.0,509.0,"<a href=""2458-Zipcode-MA-Economy-data.html"">2458</a>"
2459,0.0,Zipcode,103502.0,150282.0,39.4,9890.0,9883.0,9394.0,489.0,7.0,5350.0,50.518,0.729,0.09,0.146,0.032,0.001,0.208,15240.0,0.032,0.649,0.616,0.032,0.351,0.156,877.0,0.051,0.09,0.075,0.146,0.039,0.5,0.735,0.265,0.177,0.35,0.254,0.123,0.726,0.639,0.086,0.064,0.014,0.008,0.105,0.026,0.02,0.051,0.007,0.0,0.009,0.047,0.003,0.11,0.056,0.729,29.781,0.253,93287.977,919.0,811.0,"<a href=""2459-Zipcode-MA-Economy-data.html"">2459</a>"
2460,0.0,Zipcode,90216.0,121250.0,39.5,5643.0,5643.0,5440.0,203.0,0.0,2187.0,43.922,0.791,0.086,0.089,0.031,0.003,0.203,7830.0,0.026,0.721,0.695,0.026,0.279,0.134,506.0,0.05,0.142,0.049,0.352,0.053,0.465,0.756,0.244,0.182,0.306,0.213,0.068,0.746,0.69,0.056,0.043,0.01,0.003,0.123,0.059,0.003,0.025,0.037,0.0,0.007,0.031,0.007,0.086,0.038,0.752,27.458,0.268,69915.265,404.0,247.0,"<a href=""2460-Zipcode-MA-Economy-data.html"">2460</a>"
2461,0.0,Zipcode,100870.0,156000.0,39.2,4152.0,4152.0,3927.0,225.0,0.0,1651.0,49.485,0.774,0.073,0.119,0.033,0.001,0.224,5803.0,0.039,0.715,0.677,0.039,0.285,0.134,145.0,0.02,0.317,0.0,0.228,0.042,0.432,0.761,0.239,0.169,0.301,0.219,0.097,0.661,0.593,0.068,0.047,0.02,0.0,0.182,0.012,0.038,0.126,0.005,0.0,0.024,0.015,0.004,0.114,0.039,0.665,31.034,0.266,63968.197,375.0,282.0,"<a href=""2461-Zipcode-MA-Economy-data.html"">2461</a>"
2462,0.0,Zipcode,121458.0,106324.0,37.0,748.0,748.0,711.0,37.0,0.0,466.0,63.128,0.656,0.198,0.116,0.03,0.0,0.249,1214.0,0.03,0.616,0.586,0.03,0.384,0.138,69.0,0.053,0.42,0.0,0.0,0.039,0.522,0.68,0.32,0.24,0.407,0.152,0.053,0.695,0.623,0.072,0.052,0.0,0.02,0.135,0.0,0.035,0.055,0.046,0.0,0.03,0.047,0.0,0.092,0.078,0.695,27.25,0.196,125095.946,46.0,58.0,"<a href=""2462-Zipcode-MA-Economy-data.html"">2462</a>"
2464,0.0,Zipcode,68306.0,95750.0,40.1,1892.0,1892.0,1825.0,67.0,0.0,769.0,32.758,0.795,0.082,0.08,0.04,0.003,0.152,2661.0,0.025,0.711,0.686,0.025,0.289,0.124,171.0,0.056,0.31,0.228,0.064,0.082,0.448,0.82,0.18,0.114,0.243,0.158,0.051,0.719,0.69,0.029,0.029,0.0,0.001,0.121,0.03,0.026,0.064,0.0,0.0,0.012,0.061,0.035,0.052,0.073,0.754,32.777,0.209,66744.33,114.0,43.0,"<a href=""2464-Zipcode-MA-Economy-data.html"">2464</a>"
2465,0.0,Zipcode,101375.0,133958.0,40.8,6340.0,6340.0,6045.0,295.0,0.0,2919.0,47.782,0.802,0.065,0.103,0.028,0.002,0.183,9259.0,0.032,0.685,0.653,0.032,0.315,0.165,334.0,0.029,0.219,0.033,0.207,0.05,0.499,0.792,0.208,0.137,0.285,0.271,0.094,0.764,0.68,0.084,0.062,0.016,0.006,0.101,0.043,0.0,0.015,0.043,0.0,0.018,0.024,0.02,0.073,0.042,0.784,26.968,0.261,70417.766,557.0,315.0,"<a href=""2465-Zipcode-MA-Economy-data.html"">2465</a>"
2466,0.0,Zipcode,83975.0,107717.0,35.5,4301.0,4301.0,4110.0,191.0,0.0,2634.0,45.49,0.769,0.07,0.118,0.04,0.003,0.175,6935.0,0.028,0.62,0.593,0.028,0.38,0.157,401.0,0.056,0.067,0.105,0.294,0.091,0.492,0.643,0.357,0.237,0.481,0.32,0.107,0.663,0.621,0.042,0.042,0.0,0.001,0.129,0.039,0.004,0.053,0.034,0.0,0.018,0.106,0.012,0.072,0.124,0.676,25.642,0.313,56196.378,259.0,214.0,"<a href=""2466-Zipcode-MA-Economy-data.html"">2466</a>"
2467,0.0,Zipcode,85903.0,108413.0,33.4,10326.0,10326.0,9921.0,405.0,0.0,8578.0,49.461,0.727,0.057,0.177,0.038,0.001,0.15,18904.0,0.021,0.546,0.525,0.021,0.454,0.166,871.0,0.059,0.189,0.068,0.349,0.021,0.534,0.566,0.434,0.348,0.509,0.353,0.091,0.553,0.484,0.069,0.048,0.015,0.006,0.134,0.047,0.017,0.066,0.004,0.0,0.006,0.214,0.008,0.085,0.219,0.562,26.515,0.316,67543.75,405.0,480.0,"<a href=""2467-Zipcode-MA-Economy-data.html"">2467</a>"
2468,0.0,Zipcode,123719.0,190139.0,41.0,3066.0,3066.0,2972.0,94.0,0.0,1251.0,58.03,0.808,0.064,0.096,0.032,0.0,0.282,4317.0,0.022,0.71,0.688,0.022,0.29,0.103,65.0,0.012,0.015,0.215,0.538,0.032,0.4,0.763,0.237,0.141,0.342,0.257,0.042,0.7,0.637,0.063,0.06,0.003,0.0,0.131,0.023,0.025,0.079,0.004,0.0,0.0,0.017,0.003,0.15,0.017,0.703,31.216,0.286,53680.297,374.0,290.0,"<a href=""2468-Zipcode-MA-Economy-data.html"">2468</a>"
2472,0.0,Zipcode,63675.0,91991.0,39.5,22013.0,21993.0,20750.0,1243.0,20.0,6832.0,31.0,0.78,0.07,0.108,0.038,0.004,0.152,28845.0,0.043,0.763,0.719,0.043,0.237,0.131,2800.0,0.083,0.23,0.055,0.198,0.072,0.411,0.789,0.211,0.133,0.285,0.201,0.08,0.726,0.639,0.087,0.075,0.009,0.003,0.159,0.119,0.001,0.038,0.002,0.0,0.022,0.028,0.018,0.047,0.05,0.744,26.998,0.185,50659.365,1417.0,831.0,"<a href=""2472-Zipcode-MA-Economy-data.html"">2472</a>"
2474,0.0,Zipcode,76939.0,100157.0,38.9,16598.0,16570.0,15882.0,688.0,28.0,5956.0,38.036,0.814,0.046,0.102,0.036,0.003,0.165,22554.0,0.031,0.736,0.704,0.031,0.264,0.157,1254.0,0.045,0.153,0.058,0.257,0.054,0.421,0.804,0.196,0.115,0.276,0.223,0.104,0.68,0.621,0.058,0.044,0.008,0.006,0.194,0.06,0.004,0.124,0.007,0.0,0.042,0.027,0.006,0.052,0.069,0.685,31.503,0.14,34245.163,926.0,776.0,"<a href=""2474-Zipcode-MA-Economy-data.html"">2474</a>"
2476,0.0,Zipcode,80107.0,96442.0,39.4,9449.0,9439.0,9047.0,392.0,10.0,3991.0,39.099,0.793,0.043,0.118,0.044,0.003,0.14,13440.0,0.029,0.703,0.673,0.029,0.297,0.176,998.0,0.061,0.132,0.0,0.162,0.048,0.45,0.785,0.215,0.11,0.306,0.205,0.122,0.712,0.654,0.058,0.044,0.007,0.007,0.18,0.076,0.003,0.085,0.015,0.001,0.014,0.021,0.006,0.067,0.035,0.718,31.209,0.147,38562.425,511.0,332.0,"<a href=""2476-Zipcode-MA-Economy-data.html"">2476</a>"
2478,0.0,Zipcode,82293.0,114082.0,39.1,13713.0,13708.0,13143.0,565.0,5.0,6230.0,40.475,0.766,0.079,0.121,0.033,0.002,0.183,19943.0,0.028,0.688,0.659,0.028,0.312,0.163,1259.0,0.05,0.168,0.048,0.261,0.049,0.477,0.776,0.224,0.138,0.309,0.283,0.093,0.704,0.626,0.078,0.07,0.003,0.005,0.151,0.073,0.004,0.061,0.013,0.0,0.017,0.024,0.009,0.095,0.041,0.713,29.155,0.192,67815.673,990.0,729.0,"<a href=""2478-Zipcode-MA-Economy-data.html"">2478</a>"
2481,0.0,Zipcode,145417.0,179655.0,37.1,7323.0,7311.0,6882.0,429.0,12.0,4695.0,75.377,0.76,0.052,0.165,0.022,0.001,0.166,12018.0,0.036,0.609,0.573,0.036,0.391,0.165,469.0,0.033,0.068,0.021,0.313,0.025,0.527,0.643,0.357,0.113,0.552,0.422,0.092,0.667,0.6,0.067,0.061,0.002,0.005,0.111,0.015,0.002,0.02,0.075,0.0,0.006,0.109,0.009,0.098,0.115,0.676,28.321,0.323,95289.44,540.0,404.0,"<a href=""2481-Zipcode-MA-Economy-data.html"">2481</a>"
2482,0.0,Zipcode,113711.0,158468.0,39.4,5182.0,5182.0,4919.0,263.0,0.0,3297.0,55.501,0.714,0.065,0.184,0.036,0.001,0.172,8479.0,0.031,0.611,0.58,0.031,0.389,0.176,333.0,0.033,0.129,0.159,0.267,0.029,0.472,0.74,0.26,0.141,0.376,0.341,0.124,0.695,0.651,0.044,0.028,0.01,0.006,0.119,0.001,0.003,0.013,0.102,0.0,0.006,0.075,0.006,0.098,0.081,0.702,30.592,0.337,82172.398,393.0,289.0,"<a href=""2482-Zipcode-MA-Economy-data.html"">2482</a>"
2492,0.0,Zipcode,106890.0,144898.0,38.3,9861.0,9861.0,9418.0,443.0,0.0,5610.0,53.67,0.785,0.049,0.127,0.038,0.002,0.192,15471.0,0.029,0.637,0.609,0.029,0.363,0.194,608.0,0.031,0.107,0.046,0.151,0.029,0.473,0.724,0.276,0.156,0.4,0.278,0.085,0.769,0.701,0.069,0.059,0.01,0.0,0.107,0.002,0.008,0.018,0.08,0.0,0.008,0.02,0.003,0.091,0.029,0.773,31.456,0.234,51222.121,1030.0,564.0,"<a href=""2492-Zipcode-MA-Economy-data.html"">2492</a>"
2493,0.0,Zipcode,149519.0,191744.0,41.4,5262.0,5262.0,5031.0,231.0,0.0,3608.0,69.453,0.704,0.08,0.189,0.027,0.0,0.161,8870.0,0.026,0.593,0.567,0.026,0.407,0.135,589.0,0.053,0.149,0.066,0.243,0.019,0.529,0.722,0.278,0.148,0.415,0.352,0.113,0.736,0.678,0.058,0.047,0.003,0.007,0.063,0.004,0.0,0.029,0.03,0.0,0.001,0.044,0.011,0.144,0.046,0.747,29.838,0.0,143674.513,700.0,314.0,"<a href=""2493-Zipcode-MA-Economy-data.html"">2493</a>"
2494,0.0,Zipcode,82541.0,125481.0,37.6,5580.0,5565.0,5226.0,339.0,15.0,2135.0,42.216,0.719,0.114,0.131,0.034,0.001,0.167,7715.0,0.044,0.723,0.677,0.044,0.277,0.129,417.0,0.043,0.065,0.376,0.213,0.042,0.453,0.759,0.241,0.104,0.38,0.188,0.094,0.805,0.75,0.055,0.053,0.002,0.0,0.113,0.009,0.007,0.019,0.078,0.0,0.006,0.01,0.0,0.067,0.015,0.805,28.158,0.224,117509.106,435.0,191.0,"<a href=""2494-Zipcode-MA-Economy-data.html"">2494</a>"
2532,0.0,Zipcode,57952.0,70574.0,39.4,6683.0,6643.0,6411.0,232.0,40.0,3759.0,28.286,0.725,0.062,0.137,0.069,0.007,0.132,10442.0,0.022,0.64,0.614,0.022,0.36,0.194,1068.0,0.089,0.158,0.04,0.172,0.074,0.419,0.74,0.26,0.209,0.315,0.22,0.196,0.925,0.862,0.063,0.061,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.003,0.023,0.002,0.046,0.026,0.927,25.353,0.254,39549.788,564.0,358.0,"<a href=""2532-Zipcode-MA-Economy-data.html"">2532</a>"
2534,0.0,Zipcode,57813.0,85234.0,34.7,611.0,611.0,611.0,0.0,0.0,270.0,32.04,0.718,0.126,0.039,0.098,0.019,0.267,881.0,0.0,0.694,0.694,0.0,0.306,0.189,96.0,0.102,0.312,0.0,0.125,0.022,0.289,0.704,0.296,0.085,0.619,0.337,0.156,0.874,0.853,0.021,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.077,0.0,0.923,16.613,0.0,39688.542,76.0,45.0,"<a href=""2534-Zipcode-MA-Economy-data.html"">2534</a>"
2535,0.0,Zipcode,39715.0,71667.0,35.8,1000.0,993.0,929.0,64.0,7.0,491.0,21.334,0.487,0.121,0.334,0.053,0.005,0.296,1491.0,0.043,0.671,0.623,0.043,0.329,0.141,299.0,0.166,0.197,0.067,0.351,0.058,0.587,0.653,0.347,0.295,0.392,0.269,0.141,0.844,0.787,0.056,0.051,0.004,0.001,0.011,0.011,0.0,0.0,0.0,0.0,0.005,0.06,0.005,0.076,0.065,0.848,18.274,0.0,51593.082,125.0,79.0,"<a href=""2535-Zipcode-MA-Economy-data.html"">2535</a>"
2536,0.0,Zipcode,51289.0,67471.0,38.6,10374.0,10324.0,9606.0,718.0,50.0,5888.0,25.553,0.648,0.091,0.165,0.088,0.007,0.17,16262.0,0.044,0.638,0.591,0.044,0.362,0.259,1237.0,0.064,0.14,0.017,0.154,0.105,0.422,0.771,0.229,0.136,0.324,0.227,0.19,0.9,0.854,0.046,0.037,0.007,0.002,0.021,0.01,0.0,0.001,0.0,0.01,0.008,0.015,0.008,0.047,0.023,0.908,24.951,0.148,46252.694,1018.0,490.0,"<a href=""2536-Zipcode-MA-Economy-data.html"">2536</a>"
2537,0.0,Zipcode,72719.0,95465.0,37.8,3333.0,3311.0,3051.0,260.0,22.0,1651.0,36.996,0.781,0.033,0.113,0.07,0.003,0.137,4984.0,0.052,0.669,0.612,0.052,0.331,0.237,297.0,0.048,0.222,0.051,0.131,0.032,0.396,0.718,0.282,0.19,0.403,0.247,0.16,0.917,0.875,0.043,0.041,0.002,0.0,0.018,0.014,0.0,0.002,0.002,0.0,0.0,0.003,0.015,0.047,0.003,0.932,31.596,0.063,26562.848,129.0,120.0,"<a href=""2537-Zipcode-MA-Economy-data.html"">2537</a>"
2538,0.0,Zipcode,43512.0,65273.0,37.7,1856.0,1845.0,1624.0,221.0,11.0,808.0,22.195,0.725,0.087,0.093,0.079,0.015,0.114,2664.0,0.083,0.697,0.61,0.083,0.303,0.221,283.0,0.088,0.053,0.148,0.438,0.184,0.327,0.76,0.24,0.158,0.329,0.297,0.156,0.937,0.875,0.062,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.03,0.01,0.023,0.967,27.142,0.072,49108.276,124.0,53.0,"<a href=""2538-Zipcode-MA-Economy-data.html"">2538</a>"
2539,0.0,Zipcode,50480.0,70556.0,37.1,2044.0,2044.0,1939.0,105.0,0.0,1729.0,26.166,0.463,0.163,0.319,0.056,0.0,0.286,3773.0,0.028,0.542,0.514,0.028,0.458,0.166,231.0,0.055,0.0,0.234,0.346,0.03,0.59,0.729,0.271,0.262,0.28,0.26,0.261,0.808,0.735,0.073,0.06,0.0,0.013,0.045,0.026,0.0,0.0,0.007,0.012,0.065,0.045,0.005,0.032,0.11,0.813,15.471,0.068,72138.191,422.0,162.0,"<a href=""2539-Zipcode-MA-Economy-data.html"">2539</a>"
2540,0.0,Zipcode,53558.0,64509.0,37.1,3909.0,3864.0,3673.0,191.0,45.0,3576.0,27.762,0.577,0.058,0.252,0.105,0.008,0.132,7485.0,0.026,0.522,0.491,0.026,0.478,0.338,611.0,0.074,0.254,0.046,0.141,0.114,0.53,0.66,0.34,0.242,0.441,0.282,0.245,0.843,0.777,0.066,0.033,0.008,0.024,0.031,0.021,0.0,0.004,0.002,0.003,0.017,0.047,0.008,0.055,0.063,0.851,22.58,0.304,42600.758,432.0,188.0,"<a href=""2540-Zipcode-MA-Economy-data.html"">2540</a>"
2542,0.0,Zipcode,59286.0,44405.0,42.4,312.0,178.0,178.0,0.0,134.0,186.0,26.89,0.967,0.0,0.003,0.03,0.0,0.017,498.0,0.0,0.627,0.357,0.0,0.373,0.026,51.0,0.073,0.0,0.0,0.0,0.104,0.296,0.729,0.271,0.128,0.569,0.574,0.0,0.887,0.859,0.027,0.027,0.0,0.0,0.034,0.0,0.0,0.0,0.034,0.0,0.0,0.055,0.0,0.024,0.055,0.887,14.665,0.0,0.0,0.0,4.0,"<a href=""2542-Zipcode-MA-Economy-data.html"">2542</a>"
2543,0.0,Zipcode,45332.0,71250.0,35.3,501.0,501.0,479.0,22.0,0.0,281.0,24.696,0.26,0.166,0.531,0.043,0.0,0.301,782.0,0.028,0.641,0.613,0.028,0.359,0.143,119.0,0.127,0.714,0.0,0.0,0.022,0.672,0.686,0.314,0.148,0.426,0.082,0.375,0.57,0.472,0.098,0.025,0.05,0.023,0.038,0.033,0.0,0.0,0.0,0.004,0.042,0.177,0.048,0.125,0.219,0.618,16.325,0.497,101519.355,71.0,70.0,"<a href=""2543-Zipcode-MA-Economy-data.html"">2543</a>"
2553,0.0,Zipcode,0.0,38947.0,0.0,83.0,83.0,58.0,25.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.217,0.722,0.504,0.217,0.278,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0.276,0.724,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"<a href=""2553-Zipcode-MA-Economy-data.html"">2553</a>"
2554,0.0,Zipcode,51174.0,90469.0,39.3,6399.0,6383.0,6177.0,206.0,16.0,2080.0,25.041,0.615,0.132,0.208,0.043,0.003,0.29,8479.0,0.024,0.755,0.729,0.024,0.245,0.12,1040.0,0.101,0.177,0.043,0.185,0.06,0.461,0.749,0.251,0.164,0.372,0.245,0.089,0.742,0.66,0.082,0.066,0.008,0.008,0.018,0.014,0.0,0.001,0.001,0.002,0.052,0.121,0.02,0.047,0.173,0.763,11.907,0.879,55065.189,1108.0,396.0,"<a href=""2554-Zipcode-MA-Economy-data.html"">2554</a>"
2556,0.0,Zipcode,75333.0,80821.0,37.4,1259.0,1259.0,1183.0,76.0,0.0,1088.0,38.736,0.488,0.139,0.26,0.108,0.005,0.216,2347.0,0.032,0.536,0.504,0.032,0.464,0.329,97.0,0.038,0.021,0.196,0.309,0.029,0.46,0.682,0.318,0.215,0.467,0.291,0.241,0.867,0.784,0.083,0.083,0.0,0.0,0.012,0.0,0.0,0.0,0.012,0.0,0.0,0.015,0.0,0.107,0.015,0.867,25.736,0.199,72856.641,204.0,51.0,"<a href=""2556-Zipcode-MA-Economy-data.html"">2556</a>"
2557,0.0,Zipcode,63920.0,57773.0,41.5,2379.0,2379.0,2345.0,34.0,0.0,1221.0,29.62,0.644,0.189,0.079,0.088,0.0,0.258,3600.0,0.009,0.661,0.651,0.009,0.339,0.145,560.0,0.122,0.088,0.043,0.0,0.042,0.459,0.823,0.177,0.158,0.193,0.277,0.197,0.885,0.826,0.059,0.029,0.0,0.03,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.078,0.011,0.885,11.506,0.0,60051.572,383.0,507.0,"<a href=""2557-Zipcode-MA-Economy-data.html"">2557</a>"
2558,0.0,Zipcode,50174.0,46194.0,34.1,810.0,810.0,810.0,0.0,0.0,319.0,28.296,0.976,0.0,0.01,0.014,0.0,0.026,1129.0,0.0,0.717,0.717,0.0,0.283,0.071,285.0,0.237,0.151,0.0,0.053,0.233,0.506,0.545,0.455,0.526,0.39,0.297,0.109,0.889,0.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.111,0.889,17.138,0.0,0.0,0.0,0.0,"<a href=""2558-Zipcode-MA-Economy-data.html"">2558</a>"
2559,0.0,Zipcode,59538.0,75505.0,36.2,2180.0,2172.0,2097.0,75.0,8.0,1573.0,31.629,0.654,0.026,0.197,0.115,0.008,0.08,3753.0,0.02,0.581,0.559,0.02,0.419,0.293,189.0,0.045,0.349,0.0,0.164,0.049,0.439,0.702,0.298,0.214,0.372,0.192,0.355,0.955,0.852,0.103,0.103,0.0,0.0,0.012,0.006,0.0,0.0,0.0,0.006,0.0,0.005,0.0,0.028,0.005,0.955,25.489,0.086,28566.667,105.0,49.0,"<a href=""2559-Zipcode-MA-Economy-data.html"">2559</a>"
2561,0.0,Zipcode,68304.0,80938.0,35.9,310.0,310.0,300.0,10.0,0.0,128.0,36.589,0.732,0.268,0.0,0.0,0.0,0.555,438.0,0.023,0.708,0.685,0.023,0.292,0.113,198.0,0.413,0.338,0.051,0.0,0.0,0.371,0.692,0.308,0.347,0.167,0.303,0.0,0.953,0.853,0.1,0.1,0.0,0.0,0.047,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953,15.567,0.48,26797.81,117.0,32.0,"<a href=""2561-Zipcode-MA-Economy-data.html"">2561</a>"
2562,0.0,Zipcode,56299.0,71042.0,36.9,1822.0,1822.0,1652.0,170.0,0.0,959.0,29.341,0.733,0.072,0.106,0.078,0.012,0.157,2781.0,0.061,0.655,0.594,0.061,0.345,0.288,329.0,0.104,0.131,0.158,0.091,0.034,0.421,0.667,0.333,0.186,0.518,0.397,0.093,0.911,0.863,0.048,0.029,0.013,0.006,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.06,0.022,0.911,24.209,0.085,42590.291,75.0,96.0,"<a href=""2562-Zipcode-MA-Economy-data.html"">2562</a>"
2563,0.0,Zipcode,65599.0,82041.0,37.7,5291.0,5264.0,4917.0,347.0,27.0,2745.0,33.462,0.732,0.039,0.147,0.079,0.003,0.146,8036.0,0.043,0.658,0.612,0.043,0.342,0.265,502.0,0.054,0.309,0.048,0.084,0.055,0.401,0.722,0.278,0.178,0.384,0.234,0.207,0.919,0.856,0.063,0.051,0.012,0.0,0.007,0.0,0.0,0.0,0.005,0.002,0.002,0.008,0.0,0.065,0.01,0.919,29.341,0.187,26542.884,415.0,183.0,"<a href=""2563-Zipcode-MA-Economy-data.html"">2563</a>"
2564,0.0,Zipcode,51838.0,59750.0,38.2,160.0,160.0,141.0,19.0,0.0,65.0,26.096,0.49,0.126,0.137,0.247,0.0,0.261,225.0,0.084,0.711,0.627,0.084,0.289,0.261,43.0,0.172,0.0,0.372,0.116,0.0,0.359,0.573,0.427,0.2,0.642,0.085,0.404,0.801,0.654,0.147,0.074,0.0,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.096,0.103,0.801,12.642,0.28,35916.667,17.0,19.0,"<a href=""2564-Zipcode-MA-Economy-data.html"">2564</a>"
2568,0.0,Zipcode,45867.0,46816.0,40.0,2314.0,2314.0,2153.0,161.0,0.0,1135.0,22.051,0.651,0.129,0.15,0.068,0.003,0.299,3449.0,0.047,0.671,0.624,0.047,0.329,0.104,423.0,0.104,0.173,0.234,0.22,0.023,0.53,0.803,0.197,0.187,0.209,0.46,0.092,0.772,0.729,0.043,0.023,0.013,0.007,0.064,0.064,0.0,0.0,0.0,0.0,0.03,0.052,0.012,0.07,0.082,0.784,13.106,0.388,37090.488,373.0,193.0,"<a href=""2568-Zipcode-MA-Economy-data.html"">2568</a>"
