Place,Distance,Type,Median earnings,Median household income,Avg Hours Worked,In labor force,Civilian labor force,Employed,Unemployed,Armed Forces,Not in labor force,Avg Hrly Earnings,Wages,Self Employment,Investments and Retirement,Social Security,Public Assistance and SSI,Self Employed,Total Working Age,Unemployment Rate,Labor Force Participation,Total Employed,Total Unemployed,Total Not in Labor Force,With Retirement Income,Total In Poverty,Percent of Population In Poverty,In Poverty-Employed,In Poverty-Unemployed,In Poverty-Not in Labor Force,Public Assistance Percent,Gini Index,Full Time Employment,Part Time Employment,Men Working Part Time,Women Working Part Time,Single Earner Families,Families with No One Working,"Car, truck or van",Drove alone,Carpooled,In 2-person carpool,In 3-person carpool,In 4-or-more-person carpool,Public transportation,Bus,Streetcar or trolley,Subway or elevated,Railroad,Ferryboat,Bicycle,Walked,"Taxicab, motorcycle or other",Worked at home,Bicycle or walk,Drive,Avg Commute Time,Work in city or place where live,Self Employment Income,Total Self-employed Men,Total Self-employed Women,Zip Code,"Less than $10,000","Earnings-$10,000 to $14,999","Earnings-$15,000 to $19,999","Earnings-$20,000 to $49,999","Earnings-$50,000 to $74,999","Earnings-$75,000 to $99,999","Earnings-$100,000 or more",Median earnings - Male,Median earnings - Female,Poverty Under 12 Years,Poverty 12 to 17 years,Poverty 18 to 34 years,Poverty 35 to 54 years,Poverty 55 to 64 years,Poverty 65+ years,White Poverty Rate,Black Poverty Rate,American Indian Poverty Rate,Asian Poverty Rate,Hawaiian Poverty Rate,Hispanic Poverty Rate,Male Poverty Rate,Female Poverty Rate,Married with children Poverty,Unmarried with children Poverty,Unmarried Female with children Poverty,Unmarried Male with children Poverty,Less Than Highschool in Poverty,Highschool Grad in Poverty,Some College in Poverty,College Grad in Poverty,Income <25,Income 25 to 44,Income 45 to 64,Income 65+,12am to 5am,5am to 530am,530 am to 6am,6am to 630am,630 am to 7am,7am to 730am,730 am to 8am,8am to 830am,830 am to 9am,9am to 10am,10am to 11am,11am to 12noon,12noon to 4pm,4pm to midnight,Less than 5 min,5 to 9 min,10 to 14 min,15 to 19 min,20 to 24 min,25 to 29 min,30 to 34 min,35 to 39 min,40 to 44 min,45 to 59 min,60 to 89 min,90 or more min,Avg Male Commute,Avg Female Commute,Earnings-Overall,"Earnings-Mgt, business, science, and arts","Earnings-Mgt, business, and financial","Earnings-Computer, engineering, and science","Earnings-Education, legal, community service, arts, media",Earnings-Healthcare practitioners and tech,Earnings-Service,Earnings-Protective service,Earnings-Sales and office,"Earnings-Natural resources, construction, maintenance","Earnings-Production, transportation, material moving","Male Earners-Mgt, business, science, and arts","Male Earners-Mgt, business, and financial","Male Earners-Computer, engineering, and science","Male Earners-Education, legal, community service, arts, media",Male Earners-Healthcare practitioners and tech,Male Earners-Service,Male Earners-Protective service,Male Earners-Sales and office,"Male Earners-Natural resources, construction, maintenance","Male Earners-Production, transportation, material moving","Female Earners-Mgt, business, science, and arts","Female Earners-Mgt, business, and financial","Female Earners-Computer, engineering, and science","Female Earners-Education, legal, community service, arts, media",Female Earners-Healthcare practitioners and tech,Female Earners-Service,Female Earners-Protective service,Female Earners-Sales and office,"Female Earners-Natural resources, construction, maintenance","Female Earners-Production, transportation, material moving",Private for-profit workers,Employee of private company,Self-employed in incorporated business,Private not-for-profit,Local government,State government,Federal government,Male-Private for-profit workers,Male-Employee of private company,Male-Self-employed in incorporated business,Male-Private not-for-profit,Male-Local government,Male-State government,Male-Federal government,Female-Private for-profit workers,Female-Employee of private company,Female-Self-employed in incorporated business,Female-Private not-for-profit,Female-Local government,Female-State government,Female-Federal government,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations","Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation, warehousing, and utilities",Information,"Finance, insurance, real estate, rental and leasing","Professional, scientific, management, administrative services","Educational services, health care and social assistance","Arts, entertainment, recreation, accommodation and food services",Public administration,Overall Family Income,White Family Income,Black Family Income,American Indian Family Income,Asian Family Income,Hawaiian Family Income,Hispanic Family Income
1013,0.0,Zipcode,41798.0,40876.0,37.0,11481.0,11475.0,10378.0,1097.0,6.0,6977.0,21.725,0.757,0.02,0.096,0.102,0.024,0.054,18458.0,0.059,0.622,0.562,0.059,0.378,0.148,4233.0,0.19,0.137,0.044,0.19,0.286,0.416,0.721,0.279,0.232,0.323,0.278,0.226,0.917,0.844,0.073,0.067,0.001,0.004,0.019,0.019,0.0,0.0,0.0,0.0,0.003,0.023,0.004,0.033,0.026,0.921,18.73,0.284,19428.486,330.0,162.0,"<a href=""1013-Zipcode-MA-Economy-data.html"">1013</a>",0.171,0.095,0.083,0.372,0.221,0.03,0.028,44748.0,39923.0,0.185,0.157,0.265,0.203,0.093,0.098,0.155,0.53,0.0,0.03,0.0,0.398,0.169,0.21,0.071,0.425,0.444,0.254,0.312,0.153,0.121,0.034,30529.0,47318.0,47937.0,28693.0,0.036,0.053,0.048,0.081,0.125,0.115,0.087,0.115,0.05,0.053,0.049,0.006,0.111,0.07,0.045,0.115,0.203,0.222,0.184,0.049,0.073,0.027,0.022,0.022,0.029,0.007,9.183,9.547,41798.0,49572.0,57829.0,51842.0,39629.0,58250.0,24364.0,60972.0,40543.0,53750.0,41786.0,55676.0,70929.0,61071.0,39650.0,103203.0,30259.0,72880.0,41070.0,53750.0,44250.0,46803.0,46605.0,44231.0,39531.0,56929.0,22168.0,0.0,40083.0,0.0,23417.0,42284.0,42137.0,68750.0,38141.0,49306.0,50114.0,59688.0,45207.0,45066.0,60139.0,39036.0,56288.0,54227.0,60208.0,40504.0,40395.0,0.0,37050.0,40885.0,39803.0,59271.0,0.462,0.0,0.209,0.187,0.143,0.187,0.187,0.231,0.0,0.044,0.077,0.0,0.0,0.0,0.11,0.165,0.0,48772.0,52471.0,0.0,0.0,0.0,0.0,24468.0
1020,0.0,Zipcode,49714.0,57851.0,37.8,16763.0,16655.0,15409.0,1246.0,108.0,8892.0,25.292,0.762,0.051,0.091,0.084,0.011,0.057,25655.0,0.049,0.653,0.601,0.049,0.347,0.216,3166.0,0.104,0.154,0.074,0.143,0.167,0.423,0.749,0.251,0.157,0.351,0.268,0.205,0.951,0.898,0.054,0.046,0.005,0.003,0.008,0.008,0.0,0.0,0.0,0.0,0.001,0.021,0.007,0.012,0.022,0.958,19.83,0.297,63788.575,301.0,277.0,"<a href=""1020-Zipcode-MA-Economy-data.html"">1020</a>",0.141,0.055,0.064,0.334,0.295,0.063,0.048,53595.0,41119.0,0.18,0.034,0.263,0.178,0.16,0.184,0.09,0.157,0.0,0.286,0.0,0.179,0.09,0.117,0.068,0.209,0.252,0.091,0.15,0.119,0.083,0.04,0.0,69531.0,70742.0,34340.0,0.034,0.042,0.048,0.097,0.119,0.137,0.089,0.115,0.051,0.039,0.032,0.014,0.102,0.082,0.026,0.141,0.185,0.191,0.188,0.06,0.104,0.017,0.018,0.033,0.03,0.007,11.518,8.311,49714.0,62231.0,66103.0,70255.0,43214.0,63051.0,29343.0,51821.0,44734.0,54318.0,45877.0,70029.0,69844.0,71352.0,69038.0,61614.0,48250.0,60882.0,50867.0,54986.0,47303.0,54631.0,54819.0,52318.0,39881.0,64485.0,26563.0,35461.0,41056.0,0.0,36196.0,49151.0,49358.0,43707.0,43780.0,53016.0,58438.0,57194.0,51725.0,51993.0,0.0,65129.0,56250.0,61176.0,61279.0,41487.0,41754.0,24056.0,40093.0,46806.0,53203.0,51029.0,0.193,0.333,0.473,0.0,0.0,0.0,0.0,0.073,0.0,0.587,0.0,0.0,0.113,0.0,0.033,0.193,0.0,70430.0,75216.0,55625.0,0.0,32591.0,0.0,36835.0
1022,0.0,Zipcode,46559.0,44701.0,36.0,1251.0,1235.0,1106.0,129.0,16.0,1124.0,24.871,0.776,0.025,0.083,0.116,0.001,0.073,2375.0,0.054,0.527,0.466,0.054,0.473,0.191,644.0,0.255,0.048,0.0,0.216,0.078,0.348,0.723,0.277,0.249,0.303,0.263,0.193,0.986,0.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.014,0.986,18.244,0.245,18264.773,16.0,35.0,"<a href=""1022-Zipcode-MA-Economy-data.html"">1022</a>",0.243,0.021,0.0,0.338,0.275,0.105,0.017,55417.0,45799.0,0.0,0.225,0.648,0.0,0.048,0.079,0.146,0.594,0.0,0.2,0.0,0.784,0.304,0.212,0.0,0.0,0.0,0.0,0.47,0.035,0.041,0.024,0.0,93250.0,45000.0,36513.0,0.075,0.0,0.079,0.068,0.094,0.209,0.262,0.067,0.0,0.062,0.0,0.0,0.042,0.042,0.042,0.147,0.116,0.219,0.23,0.123,0.071,0.012,0.0,0.015,0.024,0.0,8.111,10.134,46559.0,63646.0,74716.0,0.0,53810.0,36667.0,40188.0,0.0,39592.0,0.0,31076.0,69671.0,73352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22347.0,54516.0,76250.0,0.0,53244.0,36771.0,0.0,0.0,39337.0,0.0,0.0,45382.0,45662.0,0.0,69671.0,52742.0,34886.0,56389.0,44208.0,44208.0,0.0,103194.0,0.0,0.0,56389.0,45781.0,46111.0,0.0,0.0,52742.0,34886.0,0.0,0.0,0.543,0.0,0.0,0.457,0.0,0.0,0.0,0.0,0.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53558.0,65682.0,0.0,0.0,0.0,0.0,0.0
1026,0.0,Zipcode,41875.0,50924.0,36.3,529.0,529.0,507.0,22.0,0.0,327.0,22.184,0.583,0.113,0.199,0.1,0.006,0.235,856.0,0.026,0.618,0.592,0.026,0.382,0.286,45.0,0.044,0.311,0.089,0.222,0.095,0.374,0.638,0.362,0.214,0.54,0.25,0.127,0.786,0.729,0.057,0.057,0.0,0.0,0.029,0.029,0.0,0.0,0.0,0.0,0.0,0.047,0.012,0.126,0.047,0.798,35.886,0.0,29648.598,69.0,48.0,"<a href=""1026-Zipcode-MA-Economy-data.html"">1026</a>",0.25,0.031,0.07,0.344,0.237,0.035,0.033,39792.0,51667.0,0.0,0.0,0.0,0.289,0.333,0.378,0.046,0.0,0.0,0.0,0.0,0.0,0.041,0.047,0.0,0.0,0.0,0.0,0.0,0.07,0.016,0.076,0.0,54063.0,51033.0,44167.0,0.047,0.021,0.065,0.161,0.119,0.126,0.061,0.124,0.04,0.089,0.035,0.007,0.054,0.054,0.091,0.065,0.033,0.042,0.03,0.056,0.161,0.056,0.179,0.149,0.098,0.04,21.119,14.779,41875.0,55385.0,49063.0,62083.0,56375.0,27404.0,40313.0,0.0,26042.0,48750.0,27292.0,49688.0,32059.0,0.0,60000.0,0.0,40000.0,0.0,9375.0,48214.0,26250.0,56354.0,57083.0,61667.0,46250.0,27212.0,0.0,0.0,27083.0,0.0,65313.0,37417.0,37969.0,25833.0,55250.0,49286.0,56667.0,0.0,36583.0,36917.0,0.0,41429.0,47188.0,0.0,0.0,41250.0,41250.0,0.0,66250.0,0.0,56667.0,0.0,0.857,0.0,0.0,0.0,0.143,0.143,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.143,0.214,0.357,0.0,53958.0,54271.0,0.0,0.0,0.0,0.0,0.0
1027,0.0,Zipcode,50483.0,61217.0,38.2,10628.0,10628.0,9859.0,769.0,0.0,4702.0,25.414,0.781,0.042,0.096,0.073,0.008,0.102,15330.0,0.05,0.693,0.643,0.05,0.307,0.175,1774.0,0.1,0.182,0.191,0.089,0.112,0.426,0.752,0.248,0.149,0.332,0.198,0.181,0.87,0.809,0.061,0.047,0.014,0.0,0.022,0.019,0.0,0.003,0.0,0.0,0.008,0.027,0.009,0.064,0.035,0.879,24.436,0.25,30919.451,554.0,423.0,"<a href=""1027-Zipcode-MA-Economy-data.html"">1027</a>",0.136,0.067,0.059,0.354,0.248,0.087,0.049,53276.0,41786.0,0.116,0.051,0.223,0.327,0.119,0.165,0.099,0.157,1.0,0.0,0.0,0.113,0.102,0.097,0.041,0.213,0.309,0.052,0.236,0.145,0.075,0.038,56213.0,68484.0,73563.0,34566.0,0.025,0.043,0.045,0.063,0.122,0.136,0.142,0.123,0.057,0.086,0.027,0.021,0.079,0.031,0.034,0.08,0.12,0.122,0.217,0.099,0.143,0.033,0.041,0.061,0.03,0.021,11.205,13.232,50483.0,60598.0,63042.0,73929.0,43681.0,62530.0,35600.0,67750.0,38231.0,53967.0,42098.0,61729.0,70761.0,74911.0,41823.0,40212.0,41586.0,67750.0,53403.0,54511.0,48182.0,57407.0,62625.0,70385.0,44583.0,69565.0,32662.0,0.0,35643.0,31667.0,24271.0,51824.0,52040.0,37241.0,41613.0,56190.0,53313.0,63929.0,54366.0,54366.0,54375.0,39359.0,75380.0,55729.0,66154.0,40422.0,40964.0,31667.0,43125.0,52813.0,34737.0,63533.0,0.361,0.081,0.416,0.027,0.114,0.012,0.09,0.256,0.03,0.184,0.06,0.021,0.172,0.06,0.0,0.084,0.0,74207.0,73313.0,0.0,0.0,227969.0,0.0,68047.0
1028,0.0,Zipcode,64012.0,83003.0,38.0,8503.0,8492.0,8018.0,474.0,11.0,4518.0,32.395,0.734,0.064,0.13,0.067,0.005,0.111,13021.0,0.036,0.653,0.616,0.036,0.347,0.27,677.0,0.043,0.201,0.04,0.127,0.092,0.421,0.725,0.275,0.163,0.381,0.189,0.15,0.921,0.864,0.057,0.046,0.005,0.006,0.015,0.006,0.007,0.001,0.002,0.0,0.003,0.015,0.006,0.039,0.018,0.927,23.778,0.0,58478.698,508.0,266.0,"<a href=""1028-Zipcode-MA-Economy-data.html"">1028</a>",0.166,0.079,0.041,0.232,0.239,0.096,0.148,68652.0,59353.0,0.285,0.018,0.295,0.106,0.117,0.179,0.043,0.033,0.0,0.101,0.0,0.012,0.034,0.052,0.003,0.281,0.446,0.074,0.194,0.045,0.068,0.002,0.0,99750.0,113053.0,39905.0,0.025,0.036,0.024,0.1,0.079,0.185,0.111,0.138,0.07,0.059,0.045,0.017,0.055,0.057,0.027,0.106,0.149,0.138,0.181,0.092,0.119,0.029,0.033,0.081,0.029,0.017,12.718,11.06,64012.0,75042.0,81683.0,75938.0,62583.0,102083.0,40795.0,61618.0,55519.0,59500.0,51186.0,96010.0,100694.0,76339.0,68125.0,131316.0,49375.0,61944.0,57178.0,58188.0,51950.0,64863.0,63728.0,65893.0,60714.0,85417.0,31554.0,0.0,50600.0,0.0,31757.0,62885.0,63109.0,49417.0,75938.0,67727.0,60956.0,63750.0,67390.0,67390.0,70000.0,131053.0,71563.0,61667.0,47212.0,58064.0,58235.0,0.0,63621.0,58750.0,60156.0,64167.0,0.595,0.132,0.137,0.137,0.0,0.0,0.042,0.211,0.0,0.137,0.0,0.0,0.0,0.221,0.0,0.174,0.0,101563.0,102863.0,0.0,0.0,0.0,0.0,250001.0
1029,0.0,Zipcode,45511.0,54375.0,40.8,452.0,452.0,409.0,43.0,0.0,214.0,21.451,0.672,0.151,0.103,0.074,0.0,0.286,666.0,0.065,0.679,0.614,0.065,0.321,0.188,96.0,0.126,0.271,0.167,0.115,0.08,0.438,0.774,0.226,0.189,0.268,0.444,0.112,0.923,0.861,0.062,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.0,0.923,39.42,0.0,39169.892,78.0,3.0,"<a href=""1029-Zipcode-MA-Economy-data.html"">1029</a>",0.13,0.098,0.105,0.251,0.139,0.221,0.056,55227.0,40125.0,0.219,0.0,0.292,0.365,0.094,0.031,0.119,1.0,0.0,0.0,0.0,1.0,0.084,0.169,0.0,0.7,1.0,0.55,0.129,0.016,0.178,0.023,0.0,78125.0,77813.0,44063.0,0.011,0.035,0.043,0.148,0.081,0.216,0.181,0.081,0.032,0.078,0.008,0.0,0.086,0.0,0.024,0.027,0.04,0.03,0.089,0.011,0.208,0.154,0.04,0.291,0.054,0.032,24.137,15.283,45511.0,75563.0,78158.0,73750.0,41000.0,0.0,15729.0,0.0,35208.0,34091.0,0.0,73750.0,66250.0,73750.0,0.0,0.0,0.0,0.0,0.0,34091.0,0.0,78438.0,85833.0,0.0,41000.0,0.0,0.0,0.0,35208.0,0.0,0.0,42500.0,42500.0,0.0,86591.0,0.0,45278.0,0.0,56136.0,56136.0,0.0,0.0,0.0,0.0,0.0,35417.0,35417.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53750.0,54625.0,0.0,0.0,0.0,0.0,0.0
1030,0.0,Zipcode,53979.0,64874.0,37.3,6123.0,6123.0,5890.0,233.0,0.0,3138.0,27.83,0.78,0.036,0.105,0.068,0.01,0.114,9261.0,0.025,0.661,0.636,0.025,0.339,0.181,1124.0,0.101,0.168,0.046,0.173,0.127,0.412,0.728,0.272,0.241,0.306,0.296,0.145,0.941,0.874,0.067,0.048,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.006,0.008,0.036,0.014,0.95,21.764,0.241,25963.96,407.0,136.0,"<a href=""1030-Zipcode-MA-Economy-data.html"">1030</a>",0.182,0.055,0.067,0.254,0.26,0.086,0.096,56115.0,51148.0,0.221,0.126,0.19,0.272,0.081,0.11,0.103,0.067,0.0,0.0,0.0,0.105,0.091,0.11,0.033,0.388,0.432,0.0,0.087,0.108,0.092,0.018,46681.0,64609.0,85600.0,50563.0,0.047,0.026,0.046,0.093,0.107,0.17,0.154,0.109,0.048,0.043,0.018,0.023,0.047,0.067,0.023,0.101,0.122,0.194,0.234,0.08,0.13,0.006,0.03,0.046,0.02,0.014,11.681,10.083,53979.0,73029.0,72328.0,96729.0,56167.0,76923.0,30778.0,73571.0,50156.0,53112.0,46447.0,95293.0,98846.0,95718.0,90500.0,0.0,38500.0,73571.0,54429.0,53112.0,49141.0,60806.0,56792.0,148542.0,54444.0,76474.0,29554.0,0.0,37412.0,0.0,35104.0,54900.0,54000.0,57368.0,40350.0,65263.0,55139.0,57150.0,56992.0,57026.0,56941.0,61563.0,81071.0,58571.0,60568.0,50478.0,50278.0,0.0,37321.0,61458.0,51193.0,53988.0,0.274,0.178,0.437,0.111,0.0,0.0,0.059,0.0,0.0,0.348,0.156,0.059,0.0,0.296,0.0,0.0,0.0,83832.0,83607.0,165625.0,0.0,95781.0,0.0,0.0
1031,0.0,Zipcode,38438.0,39327.0,40.4,643.0,643.0,545.0,98.0,0.0,385.0,18.297,0.712,0.038,0.147,0.087,0.017,0.129,1028.0,0.095,0.625,0.53,0.095,0.375,0.235,268.0,0.225,0.149,0.265,0.183,0.206,0.509,0.844,0.156,0.056,0.307,0.267,0.2,0.934,0.894,0.04,0.033,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.04,0.026,0.934,31.348,0.0,16947.826,41.0,13.0,"<a href=""1031-Zipcode-MA-Economy-data.html"">1031</a>",0.153,0.087,0.084,0.39,0.163,0.061,0.063,38750.0,36563.0,0.093,0.071,0.403,0.198,0.175,0.06,0.231,0.0,0.0,0.0,0.0,0.0,0.245,0.2,0.27,0.0,0.0,0.0,0.576,0.226,0.106,0.058,0.0,57132.0,42212.0,0.0,0.034,0.031,0.069,0.069,0.197,0.218,0.073,0.082,0.01,0.042,0.027,0.0,0.09,0.059,0.099,0.04,0.05,0.155,0.132,0.021,0.09,0.038,0.046,0.226,0.08,0.023,19.904,11.444,38438.0,50000.0,44375.0,120347.0,46750.0,80833.0,45074.0,0.0,33750.0,30568.0,51429.0,81042.0,63438.0,120347.0,0.0,0.0,45074.0,0.0,34219.0,30568.0,55000.0,45250.0,43438.0,0.0,48125.0,0.0,33750.0,0.0,32031.0,0.0,0.0,43068.0,42727.0,0.0,34609.0,0.0,43542.0,0.0,44625.0,43875.0,0.0,33984.0,0.0,43333.0,0.0,35313.0,35313.0,0.0,43750.0,0.0,0.0,0.0,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60167.0,60167.0,0.0,0.0,0.0,0.0,0.0
1032,0.0,Zipcode,52206.0,73750.0,37.9,394.0,394.0,373.0,21.0,0.0,110.0,26.49,0.786,0.074,0.092,0.048,0.0,0.165,504.0,0.042,0.782,0.74,0.042,0.218,0.165,15.0,0.025,0.533,0.2,0.0,0.026,0.34,0.684,0.316,0.144,0.442,0.165,0.055,0.867,0.821,0.046,0.019,0.0,0.027,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.1,0.0,0.892,29.488,0.0,35297.778,18.0,25.0,"<a href=""1032-Zipcode-MA-Economy-data.html"">1032</a>",0.098,0.075,0.043,0.306,0.326,0.1,0.053,56726.0,48482.0,0.0,0.0,0.0,0.533,0.2,0.267,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.05,0.0,76902.0,71250.0,0.0,0.048,0.105,0.078,0.06,0.054,0.232,0.036,0.16,0.048,0.03,0.0,0.054,0.072,0.021,0.09,0.042,0.027,0.084,0.169,0.105,0.154,0.021,0.09,0.145,0.024,0.048,14.367,15.12,52206.0,52813.0,60694.0,76250.0,49375.0,42273.0,103295.0,0.0,41875.0,55909.0,48750.0,70417.0,47273.0,83750.0,0.0,0.0,103864.0,0.0,51250.0,55909.0,48750.0,50000.0,60972.0,51944.0,49375.0,0.0,0.0,0.0,41563.0,0.0,0.0,55298.0,55119.0,0.0,48542.0,0.0,61111.0,0.0,56845.0,56667.0,0.0,47159.0,0.0,0.0,0.0,41974.0,41974.0,0.0,48854.0,0.0,61111.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,80208.0,80208.0,0.0,0.0,0.0,0.0,0.0
1033,0.0,Zipcode,54094.0,86951.0,38.7,3759.0,3742.0,3602.0,140.0,17.0,1545.0,26.88,0.727,0.054,0.159,0.056,0.005,0.148,5304.0,0.026,0.709,0.679,0.026,0.291,0.216,290.0,0.046,0.176,0.086,0.159,0.063,0.406,0.782,0.218,0.097,0.327,0.224,0.087,0.919,0.887,0.032,0.032,0.0,0.0,0.027,0.027,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.043,0.011,0.919,25.21,0.06,35436.339,179.0,128.0,"<a href=""1033-Zipcode-MA-Economy-data.html"">1033</a>",0.121,0.063,0.054,0.302,0.248,0.097,0.115,55952.0,53291.0,0.0,0.241,0.283,0.162,0.186,0.128,0.048,0.0,0.0,0.0,0.0,0.073,0.043,0.049,0.0,0.236,0.273,0.0,0.182,0.032,0.036,0.023,0.0,90553.0,103897.0,36230.0,0.034,0.014,0.025,0.07,0.182,0.14,0.142,0.116,0.064,0.02,0.029,0.0,0.071,0.094,0.016,0.04,0.086,0.14,0.297,0.071,0.204,0.002,0.02,0.061,0.051,0.011,12.68,12.529,54094.0,62753.0,76471.0,54250.0,53217.0,73958.0,32321.0,100703.0,44524.0,54063.0,37984.0,75368.0,77230.0,54250.0,72847.0,0.0,36771.0,58654.0,51625.0,54063.0,38929.0,56115.0,63239.0,0.0,49663.0,73958.0,27167.0,0.0,41493.0,0.0,29706.0,49271.0,49063.0,0.0,56131.0,60565.0,58365.0,100195.0,51413.0,50870.0,0.0,0.0,83661.0,83015.0,47143.0,48729.0,48729.0,0.0,57083.0,60040.0,41319.0,101367.0,0.127,0.0,0.405,0.468,0.0,0.0,0.468,0.0,0.405,0.0,0.0,0.0,0.0,0.0,0.127,0.0,0.0,94083.0,94083.0,0.0,0.0,0.0,0.0,0.0
1034,0.0,Zipcode,52569.0,82159.0,37.5,1346.0,1342.0,1260.0,82.0,4.0,647.0,26.958,0.788,0.052,0.091,0.064,0.005,0.128,1993.0,0.041,0.675,0.632,0.041,0.325,0.215,230.0,0.1,0.27,0.07,0.204,0.07,0.344,0.776,0.224,0.158,0.304,0.224,0.131,0.911,0.88,0.031,0.029,0.002,0.0,0.002,0.002,0.0,0.0,0.0,0.001,0.0,0.01,0.004,0.072,0.01,0.915,34.541,0.0,35426.364,102.0,19.0,"<a href=""1034-Zipcode-MA-Economy-data.html"">1034</a>",0.184,0.069,0.062,0.234,0.263,0.104,0.084,54484.0,45769.0,0.096,0.104,0.317,0.209,0.187,0.087,0.102,0.0,0.0,0.0,0.0,0.0,0.109,0.089,0.051,0.5,0.355,0.667,0.107,0.139,0.037,0.028,0.0,91750.0,86369.0,44250.0,0.033,0.043,0.048,0.126,0.166,0.149,0.17,0.085,0.032,0.067,0.01,0.006,0.046,0.02,0.031,0.044,0.043,0.079,0.092,0.052,0.154,0.077,0.1,0.201,0.114,0.013,20.203,14.338,52569.0,61750.0,72000.0,94583.0,47708.0,65536.0,33839.0,67500.0,51071.0,50913.0,50714.0,77083.0,71500.0,100208.0,51875.0,0.0,60750.0,103438.0,64167.0,50769.0,51964.0,53750.0,76250.0,91250.0,45313.0,65714.0,31719.0,0.0,41500.0,0.0,35313.0,52898.0,52297.0,57500.0,58750.0,51458.0,58333.0,46250.0,54286.0,54141.0,54750.0,63750.0,60125.0,64000.0,0.0,41806.0,41667.0,0.0,54375.0,33571.0,46250.0,0.0,0.824,0.088,0.0,0.0,0.088,0.118,0.0,0.088,0.0,0.0,0.0,0.0,0.176,0.294,0.0,0.294,0.0,85602.0,84722.0,0.0,0.0,0.0,0.0,158375.0
1035,0.0,Zipcode,50720.0,62634.0,37.4,2874.0,2874.0,2845.0,29.0,0.0,1759.0,26.08,0.687,0.046,0.199,0.068,0.0,0.168,4633.0,0.006,0.62,0.614,0.006,0.38,0.279,384.0,0.074,0.156,0.026,0.276,0.11,0.471,0.705,0.295,0.233,0.338,0.202,0.201,0.888,0.798,0.09,0.083,0.0,0.007,0.018,0.013,0.0,0.005,0.0,0.0,0.014,0.021,0.003,0.056,0.035,0.891,19.13,0.0,24796.354,168.0,231.0,"<a href=""1035-Zipcode-MA-Economy-data.html"">1035</a>",0.15,0.051,0.049,0.37,0.186,0.074,0.119,58059.0,42478.0,0.099,0.047,0.37,0.214,0.091,0.18,0.075,0.051,0.0,0.0,0.0,0.13,0.055,0.086,0.034,0.122,0.197,0.0,0.317,0.06,0.097,0.031,0.0,56680.0,77386.0,42250.0,0.048,0.012,0.034,0.037,0.052,0.134,0.159,0.132,0.156,0.085,0.04,0.012,0.047,0.051,0.024,0.167,0.234,0.209,0.088,0.06,0.105,0.025,0.03,0.028,0.018,0.012,7.559,11.571,50720.0,56635.0,68750.0,70592.0,39764.0,76741.0,23776.0,0.0,35952.0,63214.0,0.0,58457.0,59167.0,59620.0,33650.0,158125.0,0.0,0.0,51034.0,62946.0,0.0,55481.0,91250.0,0.0,40481.0,76205.0,23673.0,0.0,26964.0,0.0,0.0,38591.0,38664.0,37143.0,54091.0,58125.0,57772.0,0.0,52763.0,57500.0,0.0,92734.0,59219.0,57935.0,0.0,34448.0,33634.0,0.0,47429.0,56042.0,57279.0,0.0,0.712,0.0,0.288,0.0,0.0,0.337,0.0,0.0,0.0,0.0,0.0,0.087,0.106,0.269,0.0,0.0,0.0,93039.0,86420.0,0.0,0.0,0.0,0.0,0.0
